id,ra,dec,transient_label,host_label,offset,redshift,transient_mag,u,g,r,i,z
64928511882183639485,245.95775,15.08005,SN,1,0.0120963937411753,0.052875,17.0,19.06599,17.90279,17.34059,17.04736,16.84617
96120107624487135796,217.04737000000003,16.48112,AGN,1,0.00489465314260469,0.316319,17.724,19.92654,19.36465,19.44887,18.93818,18.937929999999998
57671725164311935325,181.24362,32.39143,SN,0,0.050861927852488005,0.0,17.8,23.685489999999998,22.71595,24.26726,21.377589999999998,22.82689
53912425587759911728,20.792579999999997,39.074740000000006,SN,1,0.020395831491684,-9999.0,18.43,21.770220000000002,21.89336,23.300629999999998,24.36179,22.82684
97576300398013313373,21.484379999999998,16.59548,SN,1,0.0561842851983569,0.020413,17.2,24.63465,22.44517,21.85349,22.74064,22.82689
18657631541307366598,2.65183,-6.63582,SN,0,0.0653463792177838,0.0,18.24,25.3031,23.46656,24.655820000000002,24.3618,22.8269
32074200251610141054,26.71712,33.38932,SN,1,0.259921714726314,0.033093,17.2,16.79747,15.311129999999999,14.7329,14.407379999999998,14.15194
12686730257978543420,113.35611999999999,37.62911,VS,0,0.004701893033613539,0.0,15.68,22.12629,21.889870000000002,22.08975,22.47853,21.72241
54103669500462489793,274.89821,23.78589,SN,1,0.0815291662601076,0.02924,17.6,17.430039999999998,15.55589,14.73431,14.3123,14.054770000000001
15150686512915881663,26.798709999999996,18.79863,SN,1,0.5266921893982079,0.078569,17.81,19.820439999999998,18.679579999999998,18.29186,17.99316,17.91655
12954833619627429172,119.19875,37.8204,SN,1,0.10080540140234,0.280952,17.78,22.75225,20.63074,19.34018,18.748739999999998,18.345670000000002
5969975273599340930,310.19525,32.79639,VS,1,0.29946947351578695,-9999.0,17.81,14.51573,14.67573,15.032,14.27863,12.89831
41309433928511443753,80.19617,3.2568200000000003,SN,1,0.12005071750770802,-9999.0,17.17,22.772579999999998,19.69601,18.149910000000002,17.48985,26.4737
60273828342059320749,316.06608,-6.34014,SN,1,0.00988911180083471,0.227102,19.5558,22.78354,20.51437,19.16245,18.45949,18.00251
32422829319554822621,121.86425,25.12915,SN,1,0.10863199292301699,0.014525,16.7,17.47765,16.37908,15.81901,15.644789999999999,15.500779999999999
21143712288081968776,170.72871,16.58972,VS,1,0.012612074300611,0.024907,13.8,13.863339999999999,12.79665,12.44011,12.20235,12.07429
17956909764801925610,163.97429,36.86333,SN,1,0.273407016802948,0.14293,18.0,24.961879999999997,25.816110000000002,22.96886,22.93279,23.238410000000002
48312256469537063085,229.43571,8.68505,SN,0,0.0720150387441072,0.0,21.03,24.69404,21.301479999999998,19.742179999999998,18.77771,18.292189999999998
40926071728897680871,346.83971,2.90784,SN,1,0.000237053314523846,0.151428,17.64,22.43615,21.08664,20.64807,20.51041,20.371779999999998
50764423988421538020,185.39625,15.98572,SN,1,0.14987730269320998,0.041014999999999996,16.8,17.144289999999998,15.748220000000002,15.10382,14.76099,14.481489999999999
66666126853092840612,351.47321,26.906640000000003,SN,0,0.161429567480643,0.0,20.2609,23.05975,23.530620000000003,22.53743,21.86458,21.230439999999998
8575180212509327059,22.26925,40.36371,SN,1,0.0523631514445522,0.051031,18.68,18.494770000000003,16.52577,15.633029999999998,15.209570000000001,14.88444
77558755916995509672,10.10154,41.06756,VS,1,0.44606864548272207,0.754879,15.8,23.73705,24.04797,22.6129,21.00864,19.899
56317310674063486153,241.84878999999998,10.42783,OTHER TRANSIENT,0,0.126202077738043,0.0,20.58,21.874979999999997,21.89661,21.67793,22.654529999999998,22.409010000000002
26937283258863822289,144.64829,17.02917,SN,0,0.149712459691876,0.0,17.0,24.64881,23.47394,23.47467,22.75465,22.34731
63804989256854394000,323.54296,-1.8881299999999999,AGN,0,0.000817329147045102,0.0,16.88,18.84194,18.178320000000003,17.64241,17.26174,16.89375
45505276094469225242,222.69967000000003,54.408,SN,1,0.13139550735976802,-9999.0,18.0,19.516820000000003,16.81948,23.27562,21.65944,21.48402
21119997915412778964,225.3155,58.061580000000006,SN,1,0.0315395571077471,0.766521,18.79,22.28262,22.10424,22.40256,23.148120000000002,22.52649
89741386009461699987,244.83254,39.527229999999996,SN,1,0.0318796931619869,0.241538,20.47,21.74939,20.72938,20.08376,19.84808,19.532320000000002
57950023235433122499,245.78262,39.31496,SN,0,0.0204282658538717,0.0,17.409000000000002,22.63249,22.579320000000003,23.64452,24.36179,22.82689
68793053310912200373,170.12358,34.75398,SN,1,0.00286221601667792,0.078441,18.2,20.27821,19.00011,18.50543,18.25232,18.02732
73953515774060909046,28.49571,-0.75055,SN,1,0.0574600233368433,0.012977,20.5,15.903129999999999,14.796389999999999,14.38841,14.2002,14.090670000000001
44683518043373086726,24.92742,20.578879999999998,SN,1,0.0235849830866891,0.378972,19.7,26.3643,21.14316,21.24205,20.88953,19.64015
