id,ra,dec,transient_label,survey,host_label,offset,redshift,transient_mag,u,g,r,i,z
47482160539508510491,248.04825,42.71322,SN,TNS,1,0.0515147021675716,0.053085,17.29,18.52126,16.51775,15.5428,15.042710000000001,14.597320000000002
46420955437513684310,140.86437,17.184279999999998,SN,TNS,1,0.0250911911329684,-9999.0,19.378,17.81253,30.585209999999996,29.138479999999998,21.08523,26.9129
78578182248689237904,245.95775,15.08005,SN,TNS,1,0.0120963937411753,0.052875,17.0,19.06599,17.90279,17.34059,17.04736,16.84617
10604281317442242934,217.04737000000003,16.48112,AGN,TNS,1,0.00489465314260469,0.316319,17.724,19.92654,19.36465,19.44887,18.93818,18.937929999999998
70301561845308527255,199.37021000000001,3.04838,SN,TNS,1,0.0391151031421818,0.130388,18.91,20.01035,18.73744,18.05684,17.69815,17.52655
11305525902850200518,113.35611999999999,37.62911,VS,TNS,0,0.004701893033613539,0.0,15.68,22.12629,21.889870000000002,22.08975,22.47853,21.72241
76811466120439358967,197.76933,49.31792,SN,TNS,1,0.0335976498433385,0.06919299999999999,20.18,19.28363,17.99118,17.39623,16.979779999999998,16.68281
95208606672197529566,189.18004,26.11352,SN,TNS,1,0.05511084242661099,0.030805000000000003,15.9,18.557370000000002,17.58655,17.08941,16.8545,16.62191
6656800977355489058,196.26254,53.65922,SN,TNS,0,0.0121504609469451,0.0,17.59,23.94739,22.05989,21.5468,21.23544,20.973010000000002
36041502283670048842,170.72871,16.58972,VS,TNS,1,0.012612074300611,0.024907,13.8,13.863339999999999,12.79665,12.44011,12.20235,12.07429
15652883219544916654,210.149,-7.73504,SN,TNS,1,0.0979669237327872,0.080214,19.083,18.78298,16.606939999999998,15.67673,15.2535,14.904029999999999
70637653262814894495,343.21767,-6.10801,SN,TNS,1,0.0371873953211727,0.091419,18.525,19.21346,18.10124,17.56231,17.2278,17.023629999999997
34000290805954686756,237.51442000000003,42.0883,SN,TNS,1,0.0222056423440062,0.131254,17.0,22.78629,21.195629999999998,20.783620000000003,20.49673,20.16112
