id,ra,dec,transient_label,survey,host_label,offset,redshift,transient_mag,u,g,r,i,z
395558174770097760,228.47625,4.75726,SN,TNS,1,0.00669345446220673,0.065089,17.2,19.95131,18.30361,17.7136,17.42514,17.19983
78578182248689237904,245.95775,15.08005,SN,TNS,1,0.0120963937411753,0.052875,17.0,19.06599,17.90279,17.34059,17.04736,16.84617
10604281317442242934,217.04737000000003,16.48112,AGN,TNS,1,0.00489465314260469,0.316319,17.724,19.92654,19.36465,19.44887,18.93818,18.937929999999998
70301561845308527255,199.37021000000001,3.04838,SN,TNS,1,0.0391151031421818,0.130388,18.91,20.01035,18.73744,18.05684,17.69815,17.52655
63098798303251201774,21.484379999999998,16.59548,SN,TNS,1,0.0561842851983569,0.020413,17.2,24.63465,22.44517,21.85349,22.74064,22.82689
11305525902850200518,113.35611999999999,37.62911,VS,TNS,0,0.004701893033613539,0.0,15.68,22.12629,21.889870000000002,22.08975,22.47853,21.72241
92960184311364082991,274.89821,23.78589,SN,TNS,1,0.0815291662601076,0.02924,17.6,17.430039999999998,15.55589,14.73431,14.3123,14.054770000000001
76811466120439358967,197.76933,49.31792,SN,TNS,1,0.0335976498433385,0.06919299999999999,20.18,19.28363,17.99118,17.39623,16.979779999999998,16.68281
64374481182341588012,158.32333,16.40754,SN,TNS,1,0.0882282059599421,-9999.0,17.53,21.58941,20.68267,21.02251,24.3618,22.8269
49929256744183840177,167.52617,8.72055,SN,TNS,1,0.0168564755222887,0.125304,18.43,22.21859,20.824089999999998,20.43487,20.191979999999997,20.23637
36041502283670048842,170.72871,16.58972,VS,TNS,1,0.012612074300611,0.024907,13.8,13.863339999999999,12.79665,12.44011,12.20235,12.07429
44864683511510390363,316.06608,-6.34014,SN,TNS,1,0.00988911180083471,0.227102,19.5558,22.78354,20.51437,19.16245,18.45949,18.00251
65599788939855583285,205.99971000000002,30.933609999999998,SN,TNS,1,0.0920350238326836,0.067427,18.2,19.27502,18.07009,17.71191,17.388560000000002,17.25914
12035896735783542322,179.48237,-3.46023,SN,TNS,1,0.0225063542740662,0.11253900000000001,20.38,19.8929,18.885460000000002,18.39989,18.06185,17.844720000000002
40901372851009591846,346.83971,2.90784,SN,TNS,1,0.000237053314523846,0.151428,17.64,22.43615,21.08664,20.64807,20.51041,20.371779999999998
21186549418735705732,206.46146000000002,26.7965,SN,TNS,1,0.0351640024700478,0.036496,16.7,18.88813,17.845679999999998,17.527279999999998,17.32392,17.18139
94147349061632818020,257.236,27.39807,AGN,TNS,1,0.00524818537821266,0.072028,18.33,19.21676,17.21658,16.30145,15.89216,15.58177
8119660579185238159,323.54296,-1.8881299999999999,AGN,TNS,0,0.000817329147045102,0.0,16.88,18.84194,18.178320000000003,17.64241,17.26174,16.89375
27671933381421155854,167.68567,4.84753,SN,TNS,1,0.0972309408803697,0.025223,15.43,16.52897,14.761479999999999,13.87684,13.399329999999999,12.99323
6148194452090901752,211.59628999999998,50.72228,SN,TNS,0,0.06490722333333099,0.0,15.5,24.63466,21.52133,21.48539,21.37866,21.56196
73369566580712193085,170.12358,34.75398,SN,TNS,1,0.00286221601667792,0.078441,18.2,20.27821,19.00011,18.50543,18.25232,18.02732
17925445204572653940,28.49571,-0.75055,SN,TNS,1,0.0574600233368433,0.012977,20.5,15.903129999999999,14.796389999999999,14.38841,14.2002,14.090670000000001
97451418543383393495,118.088,12.05814,SN,TNS,1,0.0119713147046162,0.193487,20.63,22.66199,21.3553,20.8356,20.66315,20.58226
47277014627608785867,165.80417,11.07802,SN,TNS,0,0.0755343539793171,0.0,16.5,22.9784,20.35268,19.88503,19.72249,19.88093
92601235681078437532,227.35632999999999,25.47154,SN,TNS,1,0.0483020465344478,0.022109,17.6,18.05876,16.933239999999998,16.532970000000002,16.34554,16.20128
58507230143291037008,24.92742,20.578879999999998,SN,TNS,1,0.0235849830866891,0.378972,19.7,26.3643,21.14316,21.24205,20.88953,19.64015
64930255016669106781,16.34042,-1.1239700000000001,SN,TNS,1,0.0397206495009887,0.07622899999999999,18.429000000000002,20.059420000000003,17.94291,17.09145,16.58859,16.2151
30275468340047827155,111.88183000000001,33.77662,VS,TNS,1,0.0130931036759769,0.40229000000000004,15.3,22.93439,22.10247,21.76153,21.81723,22.89992
42199532440826550646,251.77379,-7.315580000000001,VS,TNS,1,0.0463961288457931,0.007601,18.139,25.84639,25.12143,22.95969,24.55067,22.8186
