id,ra,dec,transient_label,survey,host_label,offset,redshift,transient_mag,u,g,r,i,z
395558174770097760,228.47625,4.75726,SN,TNS,1,0.00669345446220673,0.065089,17.2,19.95131,18.30361,17.7136,17.42514,17.19983
10604281317442242934,217.04737000000003,16.48112,AGN,TNS,1,0.00489465314260469,0.316319,17.724,19.92654,19.36465,19.44887,18.93818,18.937929999999998
10664300227430978364,181.24362,32.39143,SN,TNS,0,0.050861927852488005,0.0,17.8,23.685489999999998,22.71595,24.26726,21.377589999999998,22.82689
21658545887977976707,214.83746000000002,-20.95172,SN,TNS,1,0.0698828262938243,0.012489,16.8,16.30465,14.51874,13.59269,13.109910000000001,12.671660000000001
11305525902850200518,113.35611999999999,37.62911,VS,TNS,0,0.004701893033613539,0.0,15.68,22.12629,21.889870000000002,22.08975,22.47853,21.72241
76811466120439358967,197.76933,49.31792,SN,TNS,1,0.0335976498433385,0.06919299999999999,20.18,19.28363,17.99118,17.39623,16.979779999999998,16.68281
64374481182341588012,158.32333,16.40754,SN,TNS,1,0.0882282059599421,-9999.0,17.53,21.58941,20.68267,21.02251,24.3618,22.8269
91038517455022466161,178.55992,11.76127,SN,TNS,0,0.0983095251704539,0.0,19.54,21.677039999999998,22.02047,24.80185,23.85132,22.82708
36041502283670048842,170.72871,16.58972,VS,TNS,1,0.012612074300611,0.024907,13.8,13.863339999999999,12.79665,12.44011,12.20235,12.07429
82912467757180152922,328.09396,3.42181,SN,TNS,0,0.0140123622362894,0.0,18.3,24.41995,24.52143,24.0351,23.23927,21.15296
6848526920875415107,22.26925,40.36371,SN,TNS,1,0.0523631514445522,0.051031,18.68,18.494770000000003,16.52577,15.633029999999998,15.209570000000001,14.88444
94147349061632818020,257.236,27.39807,AGN,TNS,1,0.00524818537821266,0.072028,18.33,19.21676,17.21658,16.30145,15.89216,15.58177
80088824109449872706,29.62637,12.92442,SN,TNS,1,0.0177079673023749,0.047777999999999994,17.8,23.52277,21.31571,20.863229999999998,20.5562,21.212239999999998
8119660579185238159,323.54296,-1.8881299999999999,AGN,TNS,0,0.000817329147045102,0.0,16.88,18.84194,18.178320000000003,17.64241,17.26174,16.89375
23830308893817454472,163.04667,58.440169999999995,SN,TNS,0,0.0444874903039585,0.0,19.4,21.83106,21.616999999999997,23.80345,24.3618,22.82689
34009528683217389155,115.35846000000001,18.72951,SN,TNS,1,0.047639420643577006,0.08849800000000001,16.6,19.87908,17.14047,16.638939999999998,16.32273,16.705270000000002
93929368229442529692,99.25811999999999,44.25667,SN,TNS,1,0.0167349070747489,0.166844,18.5607,21.2139,20.47116,19.936989999999998,19.50238,19.43125
59583672636246986336,225.3155,58.061580000000006,SN,TNS,1,0.0315395571077471,0.766521,18.79,22.28262,22.10424,22.40256,23.148120000000002,22.52649
31574770835192781482,333.40821,29.138270000000002,SN,TNS,1,0.00752491790059515,0.150522,20.1567,23.267529999999997,21.426070000000003,20.96419,20.56484,20.19961
88200494771097581533,320.60496,-11.94856,SN,TNS,1,0.0686649671412006,0.092099,17.95,21.45277,20.4343,20.06798,19.79939,20.186339999999998
12582461238644710062,243.75332999999998,31.07195,SN,TNS,0,0.030026122834601,0.0,17.773,21.77339,21.4473,21.33848,21.59256,22.56629
17589986620032875512,37.93567,2.69124,SN,TNS,1,0.0153903530955606,0.078128,21.8,20.72531,18.79306,18.29707,17.97661,17.80924
46535214555261194818,345.01775,17.84817,SN,TNS,1,0.0486543188893709,0.0133,18.067,22.64601,21.321460000000002,21.7706,21.50381,22.5409
30275468340047827155,111.88183000000001,33.77662,VS,TNS,1,0.0130931036759769,0.40229000000000004,15.3,22.93439,22.10247,21.76153,21.81723,22.89992
42199532440826550646,251.77379,-7.315580000000001,VS,TNS,1,0.0463961288457931,0.007601,18.139,25.84639,25.12143,22.95969,24.55067,22.8186
