"ID","Name","RA","DEC","Type","Redshift","Host Name","Host Redshift","Discovering Group/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag","Discovery Mag Filter","Discovery Date (UT)","Sender","Ext. catalog/s"
"23528","AT 2017ilj","08:55:47.91","+25:57:23.08","","","","","ATLAS","","ATLAS","ATLAS17njm","ATLAS1 - ACAM1","","1","1","","19.397","cyan-ATLAS","2017-11-18 14:57:07","ATLAS_Bot1",""
"23527","SN 2017ili","23:44:49.31","-12:43:58.85","SN Ia","0.025","","","ATLAS","ePESSTO","ATLAS","ATLAS17nja","ATLAS1 - ACAM1","ESO-NTT - EFOSC2-NTT","1","1","","19.862","cyan-ATLAS","2017-11-17 07:53:45","ATLAS_Bot1",""
"23526","AT 2017ilh","22:10:54.05","-00:39:08.23","","","","","ATLAS","","ATLAS","ATLAS17nix","ATLAS1 - ACAM1","","1","1","","19.383","cyan-ATLAS","2017-11-21 06:17:16","ATLAS_Bot1",""
"23525","AT 2017ilg","22:35:25.09","-06:42:32.93","","","","","ATLAS","","ATLAS","ATLAS17niw","ATLAS1 - ACAM1","","1","1","","19.346","orange-ATLAS","2017-11-13 07:19:12","ATLAS_Bot1",""
"23524","SN 2017ilf","09:16:44.88","+18:57:16.09","SN Ia","0.03","NGC 2803","0.029704","ASAS-SN, Pan-STARRS1","","ASAS-SN; Pan-STARRS1","ASASSN-17pp","ASASSN-4 - Leavitt, PS1 - GPC1, CTIO-4m - DECAM","SOAR - Goodman","1","1","","18","g-Sloan","2017-11-22 10:48:00","Stanek",""
"23523","SN 2017ile","05:34:07.06","-29:36:35.50","SN Ia","0.036","2MASX J05340703-2936335","0.036312","ASAS-SN","ePESSTO","ASAS-SN","ASASSN-17po","ASASSN-3 - Paczynski","ESO-NTT - EFOSC2-NTT","1","1","","17.4","g-Sloan","2017-11-22 07:55:12","Stanek",""
"23522","AT 2017ild","06:32:25.19","+43:15:01.32","","","","","PTSS","","PTSS","PTSS-17baca","CNEOST - STA1600","","1","1","","19.1","r-Sloan","2017-11-20 18:41:46","Li",""
"23521","AT 2017ilc","19:15:41.24","-18:32:22.92","","","","","GaiaAlerts","","GaiaAlerts","Gaia17dae","Gaia - Gaia-photometric","","1","1","","17.84","G-Gaia","2017-10-30 12:59:02","Gaia_Bot1",""
"23520","AT 2017ilb","19:52:39.97","-15:54:53.10","","","","","GaiaAlerts","","GaiaAlerts","Gaia17dad","Gaia - Gaia-photometric","","1","1","","18.71","G-Gaia","2017-11-20 19:00:28","Gaia_Bot1",""
"23519","AT 2017ila","21:28:35.42","-32:47:53.95","","","","","GaiaAlerts","","GaiaAlerts","Gaia17dac","Gaia - Gaia-photometric","","1","1","","19","G-Gaia","2017-10-22 08:45:36","Gaia_Bot1",""
"23518","AT 2017ikz","02:49:02.90","-39:45:20.23","","","","","GaiaAlerts","","GaiaAlerts","Gaia17daa","Gaia - Gaia-photometric","","1","1","","18.45","G-Gaia","2017-11-20 17:38:24","Gaia_Bot1",""
"23517","AT 2017iky","15:29:38.91","+36:03:36.25","","","","","GaiaAlerts","","GaiaAlerts","Gaia17czy","Gaia - Gaia-photometric","","1","1","","18.21","G-Gaia","2017-11-20 16:07:40","Gaia_Bot1",""
"23516","AT 2017ikx","09:26:22.10","+18:28:54.24","","","","","ATLAS","","ATLAS","ATLAS17niu","ATLAS1 - ACAM1","","1","1","","19.027","orange-ATLAS","2017-11-16 15:05:45","ATLAS_Bot1",""
"23515","AT 2017ikw","09:36:33.01","+27:15:24.72","","","","","ATLAS","","ATLAS","ATLAS17niq","ATLAS1 - ACAM1","","1","1","","17.973","cyan-ATLAS","2017-11-14 15:44:38","ATLAS_Bot1",""
"23514","AT 2017ikv","09:17:53.96","+20:06:06.85","","","","","ATLAS","","ATLAS","ATLAS17niv","ATLAS1 - ACAM1","","1","1","","19.089","orange-ATLAS","2017-11-16 15:05:45","ATLAS_Bot1",""
"23513","AT 2017iku","09:21:08.87","+12:56:46.46","","","","","ATLAS","","ATLAS","ATLAS17nis","ATLAS1 - ACAM1","","1","1","","18.712","orange-ATLAS","2017-11-20 14:51:21","ATLAS_Bot1",""
"23512","AT 2017ikt","00:52:57.01","+08:06:17.39","","","","","ATLAS, Pan-STARRS1","","ATLAS; Pan-STARRS1","ATLAS17nif","ATLAS1 - ACAM1, PS1 - GPC1","","1","1","","19.541","orange-ATLAS","2017-11-13 09:07:12","ATLAS_Bot1",""
"23511","AT 2017iks","09:14:08.87","+11:11:45.66","","","","","ATLAS","","ATLAS","ATLAS17nir","ATLAS1 - ACAM1","","1","1","","19.351","orange-ATLAS","2017-11-16 14:52:48","ATLAS_Bot1",""
"23510","AT 2017ikr","22:28:03.78","-20:30:57.12","","","","","Pan-STARRS1","","Pan-STARRS1","PS17fdw","PS1 - GPC1","","1","1","","20.56","i-Sloan","2017-11-07 06:11:31","PS1_Bot1",""
"23509","AT 2017ikq","22:30:03.80","-18:09:54.34","","","","","Pan-STARRS1","","Pan-STARRS1","PS17fdn","PS1 - GPC1","","1","1","","19.77","i-Sloan","2017-11-07 06:11:31","PS1_Bot1",""
"23508","AT 2017ikp","21:57:59.59","-13:21:36.70","","","","","Pan-STARRS1","","Pan-STARRS1","PS17fdu","PS1 - GPC1","","1","1","","20.56","w-PS1","2017-11-07 05:11:02","PS1_Bot1",""
"23507","AT 2017iko","22:16:34.23","-15:50:54.73","","","","","Pan-STARRS1","","Pan-STARRS1","PS17fdv","PS1 - GPC1","","1","1","","20.84","i-Sloan","2017-11-07 06:10:04","PS1_Bot1",""
"23506","AT 2017ikn","21:40:55.62","-09:54:28.02","","","","","Pan-STARRS1","","Pan-STARRS1","PS17fdl","PS1 - GPC1","","1","1","","20.01","w-PS1","2017-11-07 05:08:09","PS1_Bot1",""
"23505","AT 2017ikm","21:55:13.48","-13:22:53.37","","","","","Pan-STARRS1","","Pan-STARRS1","PS17fdm","PS1 - GPC1","","1","1","","21.24","w-PS1","2017-11-07 05:11:02","PS1_Bot1",""
