"ID","Name","RA","DEC","Type","Redshift","Host Name","Host Redshift","Discovering Group/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag","Discovery Mag Filter","Discovery Date (UT)","Sender","Ext. catalog/s"
"25543","AT 2018aia","10:31:30.86","+38:14:38.00","","","","","ATLAS","","ATLAS","ATLAS18mmt","ATLAS1 - ACAM1","","1","1","","18.575","cyan-ATLAS","2018-03-17 09:30:14","ATLAS_Bot1",""
"25542","AT 2018ahz","14:23:50.24","-09:23:17.57","AGN","0.069","","","ATLAS","ePESSTO","ATLAS","ATLAS18mmp","ATLAS1 - ACAM1","ESO-NTT - EFOSC2-NTT","1","1","","19.245","cyan-ATLAS","2018-02-13 15:50:24","ATLAS_Bot1",""
"25541","AT 2018ahy","13:59:21.90","+46:01:54.58","","","","","ATLAS, Pan-STARRS1","","ATLAS; Pan-STARRS1","ATLAS18mmf","ATLAS1 - ACAM1, PS1 - GPC1","","1","1","","19.26","cyan-ATLAS","2018-03-17 13:43:40","ATLAS_Bot1",""
"25540","SN 2018ahx","15:10:43.55","+05:28:51.31","SN Ia","0.074","","","ATLAS","ePESSTO","ATLAS","ATLAS18mmo","ATLAS1 - ACAM1","ESO-NTT - EFOSC2-NTT","1","1","","18.67","orange-ATLAS","2018-03-07 15:15:50","ATLAS_Bot1",""
"25539","AT 2018ahw","12:19:11.65","-49:56:42.11","","","","","GaiaAlerts","","GaiaAlerts","Gaia18aqo","Gaia - Gaia-photometric","","1","1","","18.94","G-Gaia","2018-03-15 16:56:38","Gaia_Bot1",""
"25538","AT 2018ahv","14:48:15.84","+26:17:07.30","","","2MASX J14481584+2617048","","ASAS-SN","","ASAS-SN","ASASSN-18fm","ASASSN-4 - Leavitt","","1","1","","18.4","g-Sloan","2018-03-16 08:52:48","Stanek",""
"25537","AT 2018ahu","04:22:36.70","-28:18:42.44","","","","","GaiaAlerts","","GaiaAlerts","Gaia18aqn","Gaia - Gaia-photometric","","1","1","","18.93","G-Gaia","2018-03-15 16:26:24","Gaia_Bot1",""
"25536","AT 2018aht","18:58:31.33","+54:23:50.46","","","","","GaiaAlerts, ATLAS","","ATLAS; GaiaAlerts","Gaia18aqm","Gaia - Gaia-photometric, ATLAS1 - ACAM1","","1","1","","18.82","G-Gaia","2018-03-16 00:50:24","Gaia_Bot1",""
"25535","AT 2018ahs","16:01:39.74","+20:01:34.54","","","","","GaiaAlerts","","GaiaAlerts","Gaia18aqk","Gaia - Gaia-photometric","","1","1","","18.89","G-Gaia","2018-03-15 19:42:14","Gaia_Bot1",""
"25534","AT 2018ahr","15:48:13.37","+11:16:30.72","","","UGC 10037","0.0342","SNHunt","","CRTS; SNHunt","","Other - Other","","1","1","","20.4","V-crts-CRTS","2018-03-17 10:51:24","Drake",""
"25533","SN 2018ahq","14:30:24.91","+11:55:57.36","SN Ia","0.0255","NGC 5644","0.0256","SNHunt, ATLAS","ePESSTO","ATLAS; CRTS; SNHunt","","Other - Other, ATLAS1 - ACAM1","ESO-NTT - EFOSC2-NTT","1","1","","17.5","V-crts-CRTS","2018-03-17 09:54:34","Drake",""
"25532","AT 2018ahp","09:06:24.42","+54:58:39.06","","","","","ATLAS","","ATLAS","ATLAS18mly","ATLAS1 - ACAM1","","1","1","","18.628","cyan-ATLAS","2018-03-17 08:39:50","ATLAS_Bot1",""
"25531","AT 2018aho","09:07:14.88","+45:52:51.65","","","","","ATLAS","","ATLAS","ATLAS18mlc","ATLAS1 - ACAM1","","1","1","","17.771","orange-ATLAS","2018-03-11 09:47:31","ATLAS_Bot1",""
"25530","AT 2018ahn","08:24:09.40","+57:17:13.21","","","","","ATLAS, GaiaAlerts","","ATLAS; GaiaAlerts","ATLAS18mla","ATLAS1 - ACAM1, Gaia - Gaia-photometric","","1","1","","17.164","cyan-ATLAS","2018-03-17 08:15:21","ATLAS_Bot1",""
